,Gene Name,D0 vs. D25 Log2 Fold Change,D0 vs. D25 p-value
27260,PPARA,1.246827525,0.010303334
5575,ZMYM2,1.245684614,0.008856538
20512,OR4C15,1.245410788,0.030170504
1035,GDF1,1.245336947,0.009980221
21139,CERS1,1.245336947,0.009980221
68835,CLUHP3,1.244860755,0.011646237
9271,ZFP30,1.244812005,0.010368687
18220,NBPF8,1.243804093,0.026488087
72880,LOC101927915,1.243521296,0.032918745
18930,OSGEP,1.243303509,0.009738848
473,VOPP1,1.242831208,0.00960347
28469,LOC389906,1.241484439,0.089004801
34724,ZFP28,1.240965731,0.012009165
23683,UQCRFS1,1.239736335,0.011601412
14847,RMND5A,1.239404951,0.018764374
48091,FAM27E5,1.239168372,0.0361965
4087,MIR1299,1.238809201,0.025906811
74562,LINC01664,1.237778761,0.009994008
31609,ZNF583,1.235037835,0.011725997
30241,KRTAP19-5,1.234775297,0.032937293
23325,MIR513A2,1.233834642,0.040389415
35707,ATP13A1,1.233000439,0.010421296
7364,CFAP46,1.232925051,0.012948956
13398,C16orf87,1.232751701,0.010062991
41969,PRRG3,1.232680214,0.022389431
8622,TP53TG3HP,1.231625498,0.026271335
33133,LINC01791,1.231625498,0.026271335
14951,ZNF257,1.230690186,0.040769829
17335,PEG3-AS1,1.230690186,0.040769829
44031,MTRNR2L7,1.230690186,0.040769829
63275,LOC101929124,1.230690186,0.040769829
39165,LINC02223,1.230542176,0.016472736
21313,USP29,1.229996103,0.036001302
15865,FUS,1.229939364,0.010438888
34168,TEP1,1.22955952,0.013308379
1575,NATD1,1.229013354,0.011822102
35551,TINCR,1.227472527,0.017208371
45173,CDC14C,1.226931725,0.075660626
22608,MIR3180-1,1.226363739,0.124902343
18183,LINC01782,1.225689446,0.022523569
39607,CADM4,1.225407057,0.012548379
34128,OR14C36,1.22321852,0.028476975
48051,GGT8P,1.223122289,0.046707604
13805,TMEM121B,1.222727276,0.010963393
546,PLGLB1,1.22053331,0.708829646
948,SPAG11B,1.22053331,0.708829646
1340,RNA5S4,1.22053331,0.708829646
1677,RNA5S2,1.22053331,0.708829646
1944,CBWD5,1.22053331,0.708829646
3401,RIMBP3C,1.22053331,0.708829646
7541,DEFB107A,1.22053331,0.708829646
24811,ACSM2A,1.22053331,0.708829646
26568,RIMBP3B,1.22053331,0.708829646
34736,SPAG11A,1.22053331,0.708829646
42048,PGA5,1.22053331,0.708829646
47526,CBWD6,1.22053331,0.708829646
70787,RNA5S9,1.22053331,0.708829646
29819,CDYL2,1.218635561,0.013895761
51934,IPO5P1,1.2152756,0.012894627
1225,OR2T27,1.214226208,0.207221129
527,TEX22,1.214111587,0.011942945
8998,LINC00375,1.21379555,0.016886034
7918,PEG13,1.213546109,0.015321099
14827,RASA4B,1.213472974,0.097532254
43861,CYP2W1,1.213454606,0.014137816
19551,ZNF99,1.213180258,0.070140403
11617,SPANXN1,1.213024605,0.045531521
61172,CCT6P3,1.211715776,0.011815526
10709,PLPPR3,1.211351804,0.013280149
10313,LOC441242,1.210989461,0.020512601
71935,OR2T1,1.210418271,0.026869481
52286,IL17D,1.209204359,0.012479499
31575,LOC101927815,1.20629967,0.035936499
4415,FAM99B,1.204172591,0.106454778
814,NAPB,1.198886459,0.012621256
49550,RPIA,1.19855363,0.011797562
4899,TRIM16L,1.198452884,0.039690587
50612,ZNF45,1.198072346,0.017787786
72210,SNORD115-31,1.196277698,0.025814328
3181,NSUN5P1,1.195950227,0.198653635
37083,LOC442028,1.193923998,0.048320769
38076,STX4,1.193573907,0.013110607
33220,MARK4,1.193332336,0.014642291
23018,RARA-AS1,1.193156344,0.012904953
6189,CNTNAP3B,1.193023407,0.03921955
43020,IL36A,1.193023407,0.03921955
70008,OR2G6,1.192329608,0.032938264
27460,ZNF345,1.191583188,0.014005982
2969,SMG9,1.190381865,0.013326586
35474,KDM6B,1.18983407,0.015130309
29784,RTF2,1.189052847,0.015088369
2169,TRIM16,1.188443948,0.035745395
55426,SNORD115-24,1.18789639,0.026218653
3339,MAFTRR,1.184974202,0.028797608
6207,SSC5D,1.183999277,0.015226213
18594,SNORD115-35,1.182851692,0.026292205
58446,OR8H3,1.182576271,0.05272082
50171,MIR5195,1.180471906,0.035683181
22755,MIR6885,1.178189039,0.035220391
5436,MIR99AHG,1.17787628,0.020716955
20543,FRG2KP,1.176536608,0.029053049
42257,TRAPPC2B,1.176355546,0.016265419
12190,ZSCAN5A,1.176169494,0.014065751
7478,GPRASP2,1.175625013,0.016558005
10906,ZNF91,1.175625013,0.016558005
28756,KIR2DL3,1.174902462,0.068580141
7016,LINC01227,1.17444448,0.032906772
41733,LINC01683,1.174359788,0.029182395
45420,AUTS2,1.173791893,0.013489983
9375,RGPD8,1.173275413,0.028957453
10599,KCNIP3,1.172914472,0.018409361
4200,ZNF812P,1.17263293,0.049252891
9738,OCA2,1.172619404,0.01523002
1417,USP25,1.172444044,0.013641747
43249,LOC105371215,1.171615397,0.100816154
51674,TRIM51HP,1.171615397,0.100816154
2114,DYNLRB2,1.171304161,0.039072063
25583,COL22A1,1.171211134,0.02909793
10099,TNNI2,1.170215428,0.016809725
13870,CT66,1.16949143,0.014130194
28630,OR4K13,1.169059506,0.043598448
66768,KRTAP22-2,1.168515936,0.035683181
72060,MAMDC4,1.166198684,0.017287082
74223,ZNF675,1.166189509,0.018356715
5418,ADAM6,1.166064592,0.055216555
32291,UBE2MP1,1.166004512,0.079782477
30589,LOC728554,1.16529934,0.379829969
53316,FAM25BP,1.16529934,0.379829969
54969,OR14I1,1.164040486,0.035329908
4403,KRTAP13-2,1.16360526,0.04209385
6791,NOL4L,1.163163848,0.013723248
1812,FTSJ1,1.163088882,0.019268314
59976,MIR210,1.162996952,0.014803048
2619,PHKB,1.162453122,0.016431176
26021,CRCT1,1.161476742,0.041463286
65138,LCE1F,1.161476742,0.041463286
34714,KIAA1107,1.161325811,0.02922217
43350,CLDND2,1.160930881,0.014863694
1854,CHIA,1.160400159,0.051482404
5964,LINC02347,1.160400159,0.051482404
5375,HAS1,1.16003195,0.029332686
13553,BMS1P14,1.159624802,0.025663544
2932,GUSB,1.159019061,0.016880656
34968,APEX2,1.158751764,0.017160885
4986,SPACA6P-AS,1.156964536,0.021208911
4826,ABCB7,1.156860281,0.025105988
21976,SIX3,1.156506886,0.015682008
8117,ZNF429,1.156301802,0.022162015
75286,LOC107984035,1.155563896,0.084597764
11034,RGPD5,1.15537219,0.030835523
10197,LINC02200,1.15502365,0.016798909
11190,NLGN3,1.154916173,0.018615667
26863,LOC102724580,1.15326169,0.257565157
63211,ANKRD62P1-PARP4P3,1.15326169,0.257565157
36601,ITFG1,1.153041671,0.017384983
42019,XAGE5,1.152445451,0.046707303
13596,DLK1,1.151612898,0.018789234
13628,CCNB1IP1,1.151412373,0.020463541
8394,ZNF2,1.151173435,0.018153055
32158,OR5AL1,1.151023686,0.045676547
59651,ANKRD20A5P,1.151023686,0.045676547
6845,SPACA6,1.150028162,0.021478312
51525,LINC01704,1.149316696,0.022229941
40165,ZNF890P,1.148763934,0.040898159
72527,LOC440040,1.14861271,0.061268321
54938,OR5A2,1.147851164,0.040389195
18936,ZNF547,1.146664747,0.018575717
17414,KIR2DS4,1.145034123,0.134777255
54105,OR4N3P,1.145034123,0.134777255
5974,ACSBG2,1.14430258,0.041875743
4668,SPIDR,1.144207936,0.016513953
74710,NAT8L,1.144092352,0.018163244
45780,BHLHA9,1.143485939,0.024033915
19330,KIRREL2,1.142244423,0.020573507
10993,PALM,1.141395199,0.019235165
52047,MIR6726,1.141046554,0.021104098
47786,KIR3DL3,1.1408577,0.067134987
25832,FRG1BP,1.140200788,0.023179456
57678,LOC401478,1.140116278,0.063378542
4505,PORCN,1.13990618,0.023523783
5409,KMT2C,1.139658769,0.018110199
4634,ENTPD6,1.138023961,0.018078865
50352,SHROOM4,1.137784013,0.017352297
1847,ARHGEF40,1.137385579,0.016340099
18565,AGBL4,1.136845449,0.032725093
16753,LINC01534,1.13554285,0.022140039
50349,ESYT2,1.135513037,0.017120903
21876,LOC100130370,1.135480502,0.020911105
40555,KLF13,1.133152714,0.016489951
4595,BAGE4,1.133114797,0.02954794
31088,BAGE5,1.133114797,0.02954794
50418,BAGE2,1.133114797,0.02954794
64407,BAGE3,1.133114797,0.02954794
44021,MRPL23,1.131761934,0.019853573
38922,LOC101927635,1.131594936,0.024273122
25770,BID,1.131406821,0.020385263
18692,LINC00621,1.131056266,0.024998617
33047,SSX6P,1.13094713,0.067971957
14417,TMEM151A,1.130879114,0.020931398
64869,C1QTNF8,1.13073654,0.021124446
20436,CCT8L2,1.129932655,0.077672972
44403,MIR181A2HG,1.129595601,0.020802836
69817,EIF2AK3-DT,1.129584738,0.016668106
26038,FABP5P3,1.129442734,0.018741866
8096,SSBP4,1.128600272,0.018424289
57069,POP4,1.127300992,0.022491524
6855,GS1-124K5.4,1.127061937,0.020090686
30857,LOC101928063,1.126993568,0.022781086
65730,LINC02087,1.126522874,0.127202159
34957,LINC01785,1.126192072,0.048337653
71295,BAGE,1.126134047,0.031054485
10164,MIR125A,1.126096667,0.024035198
10689,ZNF570,1.125489526,0.021983665
10757,LRRC74B,1.12529173,0.020694642
15749,POTEA,1.124875589,0.032750192
7076,KAT8,1.124710222,0.019008306
32635,SNORD115-30,1.123803233,0.039379166
63837,B3GALT2,1.123793951,0.0237885
6465,ZNF507,1.122933924,0.025720398
30755,PSG10P,1.122689281,0.06031029
22922,CYP2D7,1.122462352,0.040230651
2041,TTC3,1.122179122,0.019006029
4476,LOC107984132,1.121657591,0.043718564
41510,CCT6P1,1.121311595,0.020502382
60834,PRR19,1.120593373,0.02000257
61189,MIR210HG,1.119842854,0.018947273
3031,RRAGB,1.119609524,0.020986759
38821,OTUD7A,1.119116614,0.019236728
17249,TRABD,1.118971143,0.020161193
47721,UBE2L6,1.118909237,0.020224436
58911,TMEM200C,1.118757201,0.018506451
12063,SPDYE5,1.118650127,0.255890365
12105,STRCP1,1.118650127,0.255890365
40030,FAR2P1,1.118650127,0.255890365
4329,PAFAH1B3,1.118294205,0.02022169
74203,LOC646813,1.117233831,0.103099904
8839,LINC00929,1.116861598,0.046311616
11939,ZNF230,1.116680408,0.024006823
15235,LANCL2,1.116489357,0.018755959
41954,CHERP,1.115883439,0.024396766
22312,ZNF569,1.115554197,0.021637888
4730,ZNF567,1.115161445,0.023431681
16287,LINC01480,1.114236101,0.048337653
22656,WFDC8,1.113875736,0.032565657
32063,LINC02352,1.113073925,0.022057887
29052,PSG7,1.113062552,0.067971957
51856,ZNF716,1.113062552,0.067971957
13074,JAM2,1.112986318,0.019786906
16003,U2AF2,1.112776967,0.018469701
70933,KIF3B,1.112513296,0.02288566
28807,ZNF480,1.111214453,0.02592399
12801,GAB4,1.111043845,0.034410305
56875,SNORD115-13,1.11097107,0.03925197
59726,LOC105378292,1.11097107,0.03925197
51162,KRTAP19-4,1.11086442,0.043718564
1749,EIF2AK3,1.110368694,0.01853031
37402,SNORD115-28,1.109617321,0.039645413
2361,RASA4,1.109557412,0.158185047
63166,CECR3,1.109313269,0.022673519
45638,SSRP1,1.108687,0.021561626
6973,DOC2A,1.108421669,0.023992788
25902,C2CD4C,1.108156434,0.02372956
18030,MIR4251,1.107401871,0.029995771
54727,ZNF680,1.107203095,0.049135126
59125,IGLON5,1.106528456,0.025732127
23039,HES4,1.104844029,0.020702006
25309,ZNF155,1.104350467,0.02565975
50479,SNORD115-32,1.10382985,0.038892117
72695,OR4C3,1.10382985,0.038892117
1674,CYP4F30P,1.10324589,0.551163998
71193,FCGR1A,1.10324589,0.551163998
4583,PTPRJ,1.102709397,0.02125498
57887,LOC112268117,1.102430922,0.195217795
4463,LOC100287072,1.102232193,0.07074076
24522,PIGP,1.100904619,0.021104056
27739,CHEK2P2,1.100689475,0.037976628
23118,KPRP,1.099989894,0.046933085
5665,LOC392364,1.099570593,0.053773028
46807,OR5AS1,1.099570593,0.053773028
33745,SNORD115-26,1.099099858,0.038257628
33410,MIR4522,1.096804342,0.023073621
12524,ZNF253,1.096786397,0.034166601
9030,ZNF56,1.096753313,0.021678542
67008,MIR3936,1.096502699,0.060669876
62051,YBX3P1,1.095425844,0.041179116
19309,SCNN1D,1.094974351,0.033897528
28796,ZNF337-AS1,1.094370749,0.021860162
62658,LINC00663,1.094143459,0.022001988
1152,RAB8A,1.093097055,0.021589837
4433,CHMP6,1.0930858,0.02936023
68780,NANP,1.092754589,0.02213806
68791,ZNF225,1.092094868,0.026442617
7280,ARMCX4,1.092089625,0.024230278
4909,MRPL52,1.09179619,0.031187862
57463,MIR6511B2,1.09125841,0.054966218
60449,ZNF284,1.09059969,0.033817247
30120,ZNF613,1.090423541,0.027970009
21891,JOSD2,1.090283107,0.023293841
12055,LOC100379224,1.090093804,0.026388526
59774,MIB1,1.088456287,0.021637481
20209,LOC102723376,1.087825819,0.02646919
48107,LINC02564,1.087825819,0.02646919
21363,SPIN3,1.087473498,0.026064083
25291,LCE3D,1.087275968,0.067264116
34797,SLCO4A1-AS1,1.087225261,0.029443376
46545,PLXNA3,1.086979182,0.028675773
20977,WSB1,1.086553051,0.024194971
42397,NOC2LP2,1.086415391,0.058337631
64478,LINC01784,1.08607237,0.151807824
28111,SLC37A1,1.084562039,0.0337166
40616,EEF1A2,1.084526138,0.025869625
23514,TNFRSF14,1.084072741,0.028115707
11199,LOC283683,1.083524982,0.037887668
20033,TPTE2,1.083515884,0.099525773
25174,LOC728485,1.08306599,0.02874529
74802,SHC2,1.082846048,0.025938229
62025,ZNF835,1.082171366,0.060669876
60340,OR4M1,1.08192926,0.053219067
50731,OR9Q2,1.081342114,0.046420407
41547,PTPRN2,1.080744003,0.023380729
20093,LINC02134,1.080519399,0.028433129
8452,MAP2K3,1.080241982,0.022770559
547,ZNF254,1.079532714,0.027436394
15295,SHCBP1,1.078475528,0.027188593
9008,SLC35E2B,1.07833678,0.047252702
53715,ADAMTS10,1.077711654,0.025189647
10828,ZNF32,1.076831442,0.024786887
7558,SNORD115-34,1.076036914,0.042486397
31701,MIR6804,1.075883551,0.034647727
17646,PLXNB2,1.075802493,0.025272098
979,FZD10,1.075245503,0.036541277
61895,SRSF6,1.075076678,0.02414014
68419,DKFZP434A062,1.0750023,0.027089341
7950,SLC35G4,1.074897379,0.111409177
27520,LINC02614,1.074897379,0.111409177
208,LINC01003,1.074748637,0.022547008
8579,FZD10-AS1,1.074699713,0.037107522
68721,NACAD,1.074338552,0.024840941
44520,PCED1B,1.074042167,0.026535327
5717,FAM32A,1.073346705,0.030378376
62671,ZNF527,1.073117266,0.026399363
12542,ZNF667-AS1,1.071939038,0.04785864
39245,TSIX,1.070954477,0.073804121
14531,ZNF599,1.070822339,0.031202565
33773,USP12,1.070367085,0.024449637
55582,IFI44L,1.070312349,0.040636931
2664,DEFA3,1.069781077,0.18950911
49284,RALGAPA1P1,1.069248551,0.090571811
47202,LOC102723427,1.069124344,0.057637917
54992,LINC02825,1.069124344,0.057637917
58730,OR1S2,1.069124344,0.057637917
59479,USP6,1.069124344,0.057637917
54647,LOC105378577,1.068228162,0.027394285
13951,IGFALS,1.068151517,0.033153558
12806,TMEM132D-AS1,1.067696241,0.06618236
45996,LOC101927159,1.067696241,0.06618236
38661,ZNF382,1.067379628,0.043399553
19755,SIX3-AS1,1.066226164,0.025247125
63449,USP12-AS2,1.065920954,0.02520803
2581,CSK,1.065866324,0.027753026
6981,FBXO25,1.065862716,0.034354816
58516,WHAMMP3,1.065839343,0.07804652
59020,SIRLNT,1.065839343,0.07804652
52885,OR5AR1,1.065134802,0.051349343
613,INSIG1,1.064727584,0.023679501
42008,NLRP2B,1.063685531,0.049976646
30059,ZNF432,1.062865889,0.039369745
68203,SEPTIN5,1.062726729,0.029844992
11032,TTC5,1.062100152,0.034250283
6336,XAGE3,1.061193782,0.069632969
10069,AMIGO2,1.059744254,0.027821895
7331,KLRC3,1.059699655,0.49290283
12724,HERC2P3,1.059699655,0.49290283
46890,LOC102723534,1.059699655,0.49290283
169,C19orf12,1.059504376,0.029985746
71848,SPSB1,1.059236877,0.030552085
3110,ZNF529,1.058975622,0.045910839
1366,WDPCP,1.058684449,0.06307534
59310,LINC00302,1.058684449,0.06307534
43048,CLCN5,1.057093281,0.028986899
56078,LOC105371430,1.056749906,0.04798391
2180,GPSM1,1.056215988,0.028609393
14264,ANKLE2,1.056215988,0.028609393
67139,RAI1,1.056057886,0.028127251
37707,RFPL4A,1.055384433,0.23419125
64694,SLC6A10P,1.055384433,0.23419125
59688,MIR5692B,1.054182042,0.154279284
74347,ZNF14,1.053759698,0.031195642
8480,C4orf48,1.053630004,0.028137826
16318,ZNF226,1.05331064,0.033036295
6325,OR4C45,1.053288896,0.081618645
27112,SNORD115-14,1.052599287,0.047178851
11052,CCT6A,1.051791381,0.02698821
9809,PSPH,1.050001273,0.027605756
1458,MPP3,1.049871955,0.032699392
52064,ZNF681,1.049694097,0.033650218
23403,C21orf91-OT1,1.049506026,0.065161516
409,METRNL,1.049480532,0.028712287
67354,SNORD3E,1.048998621,0.085854634
22532,USP27X,1.048566709,0.027908738
935,PNCK,1.048471383,0.032616123
36805,ZNF728,1.048238473,0.10133391
12865,CSTF1,1.047841217,0.028969474
17530,USF2,1.047620852,0.027990629
11949,GSDME,1.047043072,0.031185074
1348,MIR3689E,1.046974111,0.127728159
37329,MIR3689A,1.046974111,0.127728159
74409,LOC286177,1.04669535,0.041181141
37747,CYP4F2,1.046214364,0.068640695
3622,SAP25,1.046139604,0.032633924
168,ZNF141,1.04483978,0.029280053
20919,SLITRK2,1.04470136,0.049714074
35338,MIR6859-4,1.044454912,0.180902361
68747,FAM106C,1.044454912,0.180902361
5855,ZNF175,1.044330359,0.03673557
2700,CIB3,1.043168428,0.062417874
15885,MEIS3,1.042951024,0.031174989
47007,LOC101927752,1.041622526,0.02843298
1730,ZNF595,1.04105782,0.034047641
20952,CTXN1,1.040240148,0.028825728
13305,SOHLH2,1.040105002,0.043744808
64998,LOC343052,1.039966723,0.031754047
31584,SLC39A13,1.039635049,0.028660202
6041,CCNE1,1.038557557,0.02930701
38412,OR2M2,1.038302863,0.078720644
53098,LOC101927845,1.037711296,0.064743498
9829,ZNF426,1.037524836,0.043283591
19156,ZNF426-DT,1.037524836,0.043283591
1976,ZNF248,1.037335738,0.030711141
9321,ZFYVE1,1.037298404,0.055740467
1294,TTBK1,1.03664769,0.036941413
3249,ZNF808,1.036275262,0.034868199
54503,AQP7P1,1.03587442,0.18541113
8182,SALL2,1.035627918,0.033962994
1353,LOC254028,1.035315658,0.0709345
29277,P2RX6P,1.035040384,0.033068708
8719,GATAD2A,1.034097183,0.029033995
69751,USP27X-AS1,1.033014966,0.029814717
8934,PRDX2,1.032809184,0.033852059
3131,ZNF724,1.03256407,0.032933448
59654,SEMA4C,1.032176737,0.030406315
54469,CBARP,1.032080163,0.031151575
53973,LOC100506302,1.031022017,0.032960932
61912,OR10H5,1.03095698,0.096271946
72912,ZNF486,1.030934413,0.035330062
16640,ADA,1.03089895,0.03475683
26075,C1orf68,1.030812916,0.057431939
50974,LOC100129055,1.030013226,0.067586958
43745,TTYH1,1.030011463,0.033852059
3374,ZNF596,1.02895903,0.149050789
21682,PRAMEF2,1.02895903,0.149050789
31158,SIGLEC11,1.02895903,0.149050789
10127,TSHZ3,1.028885454,0.031946514
70292,ZNF679,1.028833403,0.083887423
75175,NDN,1.027935779,0.038926561
3229,MIR506,1.027649425,0.070844355
41618,MIR507,1.027649425,0.070844355
8793,NKILA,1.027434499,0.031136256
15275,MAGEA10-MAGEA5,1.027349738,0.052030744
33199,MAGEA10,1.027349738,0.052030744
8083,PLCH2,1.02706003,0.03645506
25843,OR7D4,1.026917896,0.113327491
55548,MC5R,1.026880934,0.040502194
73244,OR5T3,1.025985014,0.074928711
29163,CLN8,1.02569811,0.030808714
71634,PRSS58,1.025450499,0.069769926
64332,BRSK1,1.025387032,0.033929433
39256,C19orf67,1.025272382,0.042201528
4160,KLHL15,1.025086483,0.030801221
16364,STX1A,1.024951744,0.035516655
6645,OR4K2,1.024681752,0.051036909
27267,SPIN4,1.024485145,0.033591239
65319,VSIG10L,1.023463449,0.035680972
36341,NLRP5,1.023342294,0.098209262
80,LOC105379443,1.023013294,0.318936924
20739,KRTAP9-8,1.023013294,0.318936924
24394,LOC402096,1.023013294,0.318936924
13717,MIR3197,1.022954803,0.035597392
50693,FSTL3,1.022892864,0.037006419
30314,ZNF529-AS1,1.022856091,0.039316467
54045,IRGQ,1.022041277,0.033189799
14665,AURKA,1.021223452,0.033454362
47218,CCDC188,1.020651874,0.045688502
8712,MTA1,1.02017732,0.034884019
73927,SNORD126,1.019686794,0.061560509
16439,ZNF43,1.019585071,0.035584541
46350,OR5AP2,1.018777536,0.080720842
9461,LOC100240734,1.018499706,0.146321907
47320,SNORD74B,1.018299268,0.056782105
55460,GRIK5,1.018268251,0.042580174
48653,NLGN2,1.018255663,0.037354156
7079,PRKCZ,1.017407755,0.040345533
589,KRTAP19-3,1.017295247,0.090237606
2729,PGM5P3-AS1,1.017295247,0.090237606
58430,OR5H14,1.017295247,0.090237606
58547,CCNYL2,1.017295247,0.090237606
59266,NLRP4,1.017295247,0.090237606
29702,EPN2,1.01711798,0.043378479
17466,DIRAS1,1.01709136,0.03655121
9411,OR4Q2,1.016736964,0.073175093
22153,LOC105370068,1.016414842,0.063579609
30113,LOC100507437,1.016100127,0.034918246
62283,ECHS1,1.015677401,0.034187468
64531,ZNF561-AS1,1.015102918,0.04101004
26055,UCKL1-AS1,1.015082479,0.042909435
7532,TNFRSF19,1.014970431,0.056515341
2011,ZNF875,1.01450316,0.042917818
71421,SBK3,1.013810918,0.042580174
11822,ZNF221,1.013672673,0.045260014
36231,TONSL-AS1,1.013362828,0.040345533
32684,LINC01224,1.013144902,0.039875601
18953,FAM30A,1.01308461,0.069769926
48370,KCTD7,1.012916471,0.032033569
63326,MIR6749,1.012351383,0.044831392
45257,ZNF430,1.012347085,0.037389907
41196,ZNF697,1.011932656,0.033033379
51916,TH,1.011746794,0.042236592
64363,APMAP,1.011079818,0.036002392
56781,ZDHHC8,1.010888237,0.035539246
1155,ERF,1.01046772,0.033428519
14680,KXD1,1.010154642,0.049539952
54806,TSSK6,1.009911542,0.038191781
32592,SUV39H1,1.009805405,0.037350884
990,ZNF850,1.009751627,0.040700237
12717,ADAMTSL5,1.009690733,0.040865336
16402,SNORD115-25,1.009588138,0.053630532
11263,BACE2,1.009218598,0.038584463
1013,ZNF461,1.008731834,0.047274028
4408,ATP1A3,1.008569017,0.036543032
1324,NCAPH2,1.007144806,0.034992451
30680,PIM3,1.007037364,0.034401445
1584,STX2,1.005961271,0.036459271
42829,SNORD114-29,1.005277506,0.113327491
20695,CABP4,1.004352499,0.043804091
39630,RTL5,1.0039539,0.038926762
2680,PDZD4,1.003609696,0.040317856
17749,ZNF561,1.003457825,0.043312236
51190,MAGED2,1.003401119,0.033922618
54480,LOC105371045,1.002757486,0.04187947
12228,PRDM15,1.002506975,0.037230744
13057,FOXR2,1.001924923,0.082486086
12153,DPP6,1.001601161,0.215184296
47402,TMSB15A,1.001359087,0.038186439
32590,LINC01833,1.001325923,0.035609186
